#index	label	wavelength	comment
218680	Cr 6      225.836A		# inner shell line
218681	Cr 7      235.711A		# inner shell line
218682	Cr 8      172.921A		# inner shell line
218683	Cr 6      230.883A		# inner shell line
218684	Cr 7      241.214A		# inner shell line
218685	Cr 8      175.864A		# inner shell line
218686	Cr 6      22.7912A		# inner shell line
218687	Cr 6      19.7176A		# inner shell line
218688	Cr 7      430.501A		# inner shell line
218689	Cr 7      413.281A		# inner shell line
218690	Cr 7      235.711A		# inner shell line
218691	Cr 7      241.214A		# inner shell line
218692	Cr 6      23.1703A		# inner shell line
218693	Cr 6      20.0071A		# inner shell line
218694	Cr 7      430.501A		# inner shell line
218695	Cr 7      413.281A		# inner shell line
218696	Cr 7      235.711A		# inner shell line
218697	Cr 7      241.214A		# inner shell line
218698	Cr 6      416.054A		# inner shell line
218699	Cr 6      399.949A		# inner shell line
218700	Cr 6      225.836A		# inner shell line
218701	Cr 6      230.883A		# inner shell line
218702	Cr 6      225.836A		# inner shell line
218703	Cr 6      230.883A		# inner shell line
218704	Cr 7      2.26133A		# inner shell line
218705	Cr 7      2.25771A		# inner shell line
218706	Cr 7      2.04439A		# inner shell line
218707	Cr 7      2.04392A		# inner shell line
218708	Cr 8      114.800A		# inner shell line
218709	Cr 9      114.800A		# inner shell line
218710	Cr 8      105.969A		# inner shell line
218711	Cr 9      105.969A		# inner shell line
218712	Cr 8      17.7450A		# inner shell line
218713	Cr 9      17.5292A		# inner shell line
218714	Cr 8      17.7171A		# inner shell line
218715	Cr 9      17.5292A		# inner shell line
218716	Cr 7      22.4203A		# inner shell line
218717	Cr 8      22.0691A		# inner shell line
218718	Cr 9      21.7669A		# inner shell line
218719	Cr 7      19.5405A		# inner shell line
218720	Cr 8      18.7174A		# inner shell line
218721	Cr 9      17.8806A		# inner shell line
218722	Cr 7      22.7912A		# inner shell line
218723	Cr 8      22.4284A		# inner shell line
218724	Cr 9      22.1124A		# inner shell line
218725	Cr 7      19.8216A		# inner shell line
218726	Cr 8      18.9752A		# inner shell line
218727	Cr 9      18.1157A		# inner shell line
218728	Cr 7      430.501A		# inner shell line
218729	Cr 8      429.011A		# inner shell line
218730	Cr 9      418.866A		# inner shell line
218731	Cr10      427.532A		# inner shell line
218732	Cr 7      413.281A		# inner shell line
218733	Cr 8      411.908A		# inner shell line
218734	Cr 9      418.866A		# inner shell line
218735	Cr10      427.532A		# inner shell line
218736	Cr 7      235.711A		# inner shell line
218737	Cr 8      172.921A		# inner shell line
218738	Cr 9      131.758A		# inner shell line
218739	Cr10      104.452A		# inner shell line
218740	Cr 7      241.214A		# inner shell line
218741	Cr 8      175.864A		# inner shell line
218742	Cr 9      131.758A		# inner shell line
218743	Cr10      104.452A		# inner shell line
218744	Cr 7      113.747A		# inner shell line
218745	Cr 7      105.071A		# inner shell line
218746	Cr 7      17.9505A		# inner shell line
218747	Cr 7      17.9168A		# inner shell line
218748	Cr 8      22.0691A		# inner shell line
218749	Cr 8      22.4284A		# inner shell line
218750	Cr 8      429.011A		# inner shell line
218751	Cr 9      418.866A		# inner shell line
218752	Cr 8      411.908A		# inner shell line
218753	Cr 9      418.866A		# inner shell line
218754	Cr 7      235.711A		# inner shell line
218755	Cr 8      172.921A		# inner shell line
218756	Cr 7      241.214A		# inner shell line
218757	Cr 8      175.864A		# inner shell line
218758	Cr 7      22.4203A		# inner shell line
218759	Cr 7      19.5405A		# inner shell line
218760	Cr 7      430.501A		# inner shell line
218761	Cr 8      429.011A		# inner shell line
218762	Cr 7      413.281A		# inner shell line
218763	Cr 8      411.908A		# inner shell line
218764	Cr 7      235.711A		# inner shell line
218765	Cr 8      172.921A		# inner shell line
218766	Cr 7      241.214A		# inner shell line
218767	Cr 8      175.864A		# inner shell line
218768	Cr 7      22.7912A		# inner shell line
218769	Cr 7      19.8216A		# inner shell line
218770	Cr 7      430.501A		# inner shell line
218771	Cr 8      429.011A		# inner shell line
218772	Cr 7      413.281A		# inner shell line
218773	Cr 8      411.908A		# inner shell line
218774	Cr 7      235.711A		# inner shell line
218775	Cr 8      172.921A		# inner shell line
218776	Cr 7      241.214A		# inner shell line
218777	Cr 8      175.864A		# inner shell line
218778	Cr 7      430.501A		# inner shell line
218779	Cr 7      413.281A		# inner shell line
218780	Cr 7      235.711A		# inner shell line
218781	Cr 7      241.214A		# inner shell line
218782	Cr 7      235.711A		# inner shell line
218783	Cr 7      241.214A		# inner shell line
218784	Cr 8      2.25561A		# inner shell line
218785	Cr 8      2.25201A		# inner shell line
218786	Cr 8      2.03640A		# inner shell line
218787	Cr 8      2.03640A		# inner shell line
218788	Cr 9      114.800A		# inner shell line
218789	Cr10      115.765A		# inner shell line
218790	Cr 9      105.969A		# inner shell line
218791	Cr10      106.883A		# inner shell line
218792	Cr 9      17.5292A		# inner shell line
218793	Cr10      17.3720A		# inner shell line
218794	Cr 9      17.5292A		# inner shell line
218795	Cr10      17.3720A		# inner shell line
218796	Cr 8      22.0691A		# inner shell line
218797	Cr 9      21.7669A		# inner shell line
218798	Cr10      21.4654A		# inner shell line
218799	Cr 8      22.4284A		# inner shell line
218800	Cr 9      22.1124A		# inner shell line
218801	Cr10      21.8013A		# inner shell line
218802	Cr 8      429.011A		# inner shell line
218803	Cr 9      418.866A		# inner shell line
218804	Cr10      427.532A		# inner shell line
218805	Cr11      579.365A		# inner shell line
218806	Cr 8      411.908A		# inner shell line
218807	Cr 9      418.866A		# inner shell line
218808	Cr10      427.532A		# inner shell line
218809	Cr11      579.365A		# inner shell line
218810	Cr 8      114.800A		# inner shell line
218811	Cr 8      105.969A		# inner shell line
218812	Cr 8      17.7450A		# inner shell line
218813	Cr 8      17.7171A		# inner shell line
218814	Cr 9      418.866A		# inner shell line
218815	Cr 9      418.866A		# inner shell line
218816	Cr 8      22.0691A		# inner shell line
218817	Cr 8      429.011A		# inner shell line
218818	Cr 9      418.866A		# inner shell line
218819	Cr 8      411.908A		# inner shell line
218820	Cr 9      418.866A		# inner shell line
218821	Cr 8      22.4284A		# inner shell line
218822	Cr 8      429.011A		# inner shell line
218823	Cr 9      418.866A		# inner shell line
218824	Cr 8      411.908A		# inner shell line
218825	Cr 9      418.866A		# inner shell line
218826	Cr 8      429.011A		# inner shell line
218827	Cr 8      411.908A		# inner shell line
218828	Cr 9      2.24992A		# inner shell line
218829	Cr 9      2.24629A		# inner shell line
218830	Cr 9      2.02894A		# inner shell line
218831	Cr 9      2.02894A		# inner shell line
218832	Cr10      115.765A		# inner shell line
218833	Cr11      117.968A		# inner shell line
218834	Cr10      106.883A		# inner shell line
218835	Cr11      108.758A		# inner shell line
218836	Cr10      17.3720A		# inner shell line
218837	Cr11      17.4724A		# inner shell line
218838	Cr10      17.3720A		# inner shell line
218839	Cr11      17.4724A		# inner shell line
218840	Cr 9      21.7669A		# inner shell line
218841	Cr10      21.4654A		# inner shell line
218842	Cr11      21.2666A		# inner shell line
218843	Cr 9      22.1124A		# inner shell line
218844	Cr10      21.8013A		# inner shell line
218845	Cr11      21.5925A		# inner shell line
218846	Cr 9      418.866A		# inner shell line
218847	Cr10      427.532A		# inner shell line
218848	Cr11      579.365A		# inner shell line
218849	Cr12      534.415A		# inner shell line
218850	Cr 9      418.866A		# inner shell line
218851	Cr10      427.532A		# inner shell line
218852	Cr11      579.365A		# inner shell line
218853	Cr12      249.968A		# inner shell line
218854	Cr 9      114.800A		# inner shell line
218855	Cr 9      105.969A		# inner shell line
218856	Cr 9      17.5292A		# inner shell line
218857	Cr 9      17.5292A		# inner shell line
218858	Cr10      427.532A		# inner shell line
218859	Cr10      427.532A		# inner shell line
218860	Cr 9      21.7669A		# inner shell line
218861	Cr 9      418.866A		# inner shell line
218862	Cr10      427.532A		# inner shell line
218863	Cr 9      418.866A		# inner shell line
218864	Cr10      427.532A		# inner shell line
218865	Cr 9      22.1124A		# inner shell line
218866	Cr 9      418.866A		# inner shell line
218867	Cr10      427.532A		# inner shell line
218868	Cr 9      418.866A		# inner shell line
218869	Cr10      427.532A		# inner shell line
218870	Cr 9      418.866A		# inner shell line
218871	Cr 9      418.866A		# inner shell line
218872	Cr10      2.24422A		# inner shell line
218873	Cr10      2.24061A		# inner shell line
218874	Cr10      2.02192A		# inner shell line
218875	Cr10      2.02192A		# inner shell line
218876	Cr11      117.968A		# inner shell line
218877	Cr12      120.140A		# inner shell line
218878	Cr11      108.758A		# inner shell line
218879	Cr12      110.700A		# inner shell line
218880	Cr11      17.4724A		# inner shell line
218881	Cr12      17.3599A		# inner shell line
218882	Cr11      17.4724A		# inner shell line
218883	Cr12      16.7410A		# inner shell line
218884	Cr10      21.4654A		# inner shell line
218885	Cr11      21.2666A		# inner shell line
218886	Cr12      21.0893A		# inner shell line
218887	Cr10      21.8013A		# inner shell line
218888	Cr11      21.5925A		# inner shell line
218889	Cr12      21.4135A		# inner shell line
218890	Cr10      427.532A		# inner shell line
218891	Cr11      579.365A		# inner shell line
218892	Cr12      534.415A		# inner shell line
218893	Cr13      497.928A		# inner shell line
218894	Cr10      427.532A		# inner shell line
218895	Cr11      579.365A		# inner shell line
218896	Cr12      249.968A		# inner shell line
218897	Cr13      157.942A		# inner shell line
218898	Cr10      115.765A		# inner shell line
218899	Cr10      106.883A		# inner shell line
218900	Cr10      17.3720A		# inner shell line
218901	Cr10      17.3720A		# inner shell line
218902	Cr11      579.365A		# inner shell line
218903	Cr11      579.365A		# inner shell line
218904	Cr10      21.4654A		# inner shell line
218905	Cr10      427.532A		# inner shell line
218906	Cr11      579.365A		# inner shell line
218907	Cr10      427.532A		# inner shell line
218908	Cr11      579.365A		# inner shell line
218909	Cr10      21.8013A		# inner shell line
218910	Cr10      427.532A		# inner shell line
218911	Cr11      579.365A		# inner shell line
218912	Cr10      427.532A		# inner shell line
218913	Cr11      579.365A		# inner shell line
218914	Cr10      427.532A		# inner shell line
218915	Cr10      427.532A		# inner shell line
218916	Cr11      2.23855A		# inner shell line
218917	Cr11      2.23496A		# inner shell line
218918	Cr11      2.01820A		# inner shell line
218919	Cr11      2.01820A		# inner shell line
218920	Cr12      120.140A		# inner shell line
218921	Cr13      121.315A		# inner shell line
218922	Cr12      110.700A		# inner shell line
218923	Cr13      111.697A		# inner shell line
218924	Cr12      17.3599A		# inner shell line
218925	Cr13      17.2440A		# inner shell line
218926	Cr12      16.7410A		# inner shell line
218927	Cr13      16.0456A		# inner shell line
218928	Cr11      21.2666A		# inner shell line
218929	Cr12      21.0893A		# inner shell line
218930	Cr13      20.9433A		# inner shell line
218931	Cr11      21.5925A		# inner shell line
218932	Cr12      21.4135A		# inner shell line
218933	Cr13      21.2666A		# inner shell line
218934	Cr11      579.365A		# inner shell line
218935	Cr12      534.415A		# inner shell line
218936	Cr13      497.928A		# inner shell line
218937	Cr14      218.282A		# inner shell line
218938	Cr11      579.365A		# inner shell line
218939	Cr12      249.968A		# inner shell line
218940	Cr13      157.942A		# inner shell line
218941	Cr14      112.305A		# inner shell line
218942	Cr11      117.968A		# inner shell line
218943	Cr11      108.758A		# inner shell line
218944	Cr11      17.4724A		# inner shell line
218945	Cr11      17.4724A		# inner shell line
218946	Cr12      534.415A		# inner shell line
218947	Cr12      249.968A		# inner shell line
218948	Cr11      21.2666A		# inner shell line
218949	Cr11      579.365A		# inner shell line
218950	Cr12      534.415A		# inner shell line
218951	Cr11      579.365A		# inner shell line
218952	Cr12      249.968A		# inner shell line
218953	Cr11      21.5925A		# inner shell line
218954	Cr11      579.365A		# inner shell line
218955	Cr12      534.415A		# inner shell line
218956	Cr11      579.365A		# inner shell line
218957	Cr12      249.968A		# inner shell line
218958	Cr11      579.365A		# inner shell line
218959	Cr11      579.365A		# inner shell line
218960	Cr12      2.23391A		# inner shell line
218961	Cr12      2.23033A		# inner shell line
218962	Cr12      2.01218A		# inner shell line
218963	Cr13      121.315A		# inner shell line
218964	Cr14      122.514A		# inner shell line
218965	Cr13      111.697A		# inner shell line
218966	Cr14      112.713A		# inner shell line
218967	Cr13      17.2440A		# inner shell line
218968	Cr14      16.4873A		# inner shell line
218969	Cr12      21.0893A		# inner shell line
218970	Cr13      20.9433A		# inner shell line
218971	Cr14      20.8728A		# inner shell line
218972	Cr12      21.4135A		# inner shell line
218973	Cr13      21.2666A		# inner shell line
218974	Cr14      21.1866A		# inner shell line
218975	Cr12      534.415A		# inner shell line
218976	Cr13      497.928A		# inner shell line
218977	Cr14      218.282A		# inner shell line
218978	Cr12      120.140A		# inner shell line
218979	Cr12      110.700A		# inner shell line
218980	Cr12      17.3599A		# inner shell line
218981	Cr12      21.4135A		# inner shell line
218982	Cr12      534.415A		# inner shell line
218983	Cr13      497.928A		# inner shell line
218984	Cr12      21.0893A		# inner shell line
218985	Cr12      534.415A		# inner shell line
